epoch,train_loss,val_loss,val_acc,val_macro_f1
88,0.331971,0.497042,0.827466,0.799309
89,0.333611,0.489418,0.810339,0.782464
90,0.335892,0.543525,0.812718,0.782318
91,0.336169,0.498702,0.809388,0.782436
92,0.334588,0.515615,0.825722,0.796628
93,0.334913,0.493133,0.820330,0.793036
94,0.334771,0.503189,0.816841,0.787476
95,0.337160,0.556915,0.796226,0.765666
96,0.333212,0.508622,0.813670,0.783700
97,0.335942,0.491458,0.813828,0.784991
98,0.337042,0.531849,0.807009,0.778777
99,0.333621,0.498192,0.817951,0.790549
100,0.338451,0.525063,0.817793,0.787411
1,1.556451,1.517965,0.297177,0.214038
2,1.387829,1.255517,0.531557,0.499465
3,1.176710,1.182559,0.491754,0.418874
4,1.058002,1.046271,0.547415,0.464709
5,0.967695,0.871639,0.625278,0.563219
6,0.895284,0.835890,0.637964,0.574244
7,0.841853,0.761962,0.683476,0.635760
8,0.795559,0.803083,0.666984,0.612724
9,0.758216,0.686314,0.694259,0.636166
10,0.717419,0.743478,0.703774,0.649675
11,0.689141,0.603090,0.757850,0.717294
12,0.665990,0.701075,0.678877,0.619843
13,0.646510,0.593388,0.746115,0.701448
14,0.622682,0.586971,0.753251,0.711939
15,0.606048,0.626061,0.758008,0.713340
16,0.590616,0.578828,0.765144,0.723374
17,0.578510,0.600756,0.751824,0.708267
18,0.559509,0.565357,0.769426,0.735403
19,0.547691,0.569484,0.779416,0.743328
20,0.531958,0.548226,0.778624,0.748600
21,0.516618,0.532440,0.787345,0.750142
22,0.504221,0.580722,0.778306,0.735215
23,0.494073,0.508321,0.812401,0.781150
24,0.481720,0.530274,0.797812,0.765293
25,0.468041,0.553416,0.773390,0.738864
26,0.456698,0.519018,0.796067,0.763850
27,0.448474,0.551679,0.781002,0.747966
28,0.439714,0.523103,0.793054,0.765221
29,0.428796,0.531684,0.806851,0.771621
30,0.422522,0.522763,0.800983,0.771708
31,0.414307,0.495195,0.806375,0.776160
32,0.407690,0.516588,0.803203,0.769568
33,0.397587,0.523561,0.796067,0.767614
34,0.392166,0.540626,0.805265,0.773087
35,0.382192,0.498975,0.804155,0.775796
36,0.378143,0.520227,0.800507,0.771447
37,0.371536,0.538256,0.809071,0.773660
38,0.365104,0.553926,0.808119,0.774708
39,0.357131,0.528770,0.801459,0.772524
40,0.351516,0.492317,0.824136,0.795696
41,0.344452,0.492992,0.819854,0.791385
42,0.339293,0.516266,0.807644,0.777628
43,0.343753,0.489864,0.821123,0.792590
44,0.339524,0.513012,0.811132,0.781569
45,0.336628,0.505302,0.809705,0.778748
46,0.334737,0.511750,0.818585,0.787510
47,0.339957,0.565896,0.813035,0.780562
48,0.332676,0.525001,0.800190,0.775903
49,0.332550,0.510071,0.818585,0.790103
50,0.334077,0.542341,0.798129,0.769580
51,0.336793,0.528114,0.812718,0.780062
52,0.333238,0.508949,0.805423,0.776134
53,0.329977,0.512932,0.819220,0.787303
54,0.327496,0.550817,0.815572,0.784291
55,0.331136,0.543518,0.807485,0.775694
56,0.332559,0.530637,0.801300,0.771547
57,0.329647,0.503067,0.820806,0.788865
58,0.331377,0.504464,0.814145,0.784997
59,0.329929,0.500132,0.818110,0.790113
60,0.329158,0.506945,0.816365,0.786771
61,0.326635,0.486937,0.823977,0.795726
62,0.324031,0.492030,0.823501,0.795491
63,0.329322,0.520105,0.799715,0.768847
64,0.326823,0.508319,0.817475,0.787968
65,0.324927,0.497277,0.819378,0.790865
66,0.323528,0.521719,0.804948,0.777653
67,0.323462,0.531580,0.796702,0.767533
68,0.322845,0.506224,0.818903,0.787703
69,0.320306,0.524759,0.809546,0.780571
70,0.321108,0.547728,0.802728,0.771755
71,0.322016,0.509166,0.811291,0.782981
72,0.320115,0.548818,0.803203,0.763515
73,0.321821,0.627071,0.772122,0.736741
74,0.316846,0.541127,0.799873,0.769899
75,0.318740,0.517631,0.811608,0.781308
76,0.319161,0.513182,0.811132,0.780624
77,0.319496,0.543194,0.797336,0.766599
78,0.319292,0.524286,0.816048,0.785098
79,0.318050,0.548825,0.795116,0.765359
80,0.314497,0.514567,0.808278,0.779812
81,0.316137,0.528578,0.807485,0.777236
82,0.313435,0.526292,0.799715,0.770652
83,0.314868,0.589868,0.780368,0.746904
84,0.317247,0.565869,0.803045,0.773130
85,0.314871,0.536630,0.799397,0.769982
86,0.317991,0.484545,0.822074,0.794166
87,0.315221,0.542001,0.808754,0.776908
88,0.314403,0.549653,0.805423,0.776749
89,0.315799,0.516357,0.809388,0.779701
90,0.317634,0.535108,0.802093,0.772567
91,0.315386,0.515923,0.804631,0.775606
92,0.312663,0.507845,0.817475,0.787105
93,0.316128,0.526386,0.802886,0.774433
94,0.313552,0.531297,0.803203,0.775993
95,0.318259,0.505475,0.825404,0.794909
96,0.315755,0.503964,0.814304,0.786167
97,0.316846,0.567910,0.794481,0.763574
98,0.314761,0.553332,0.797336,0.766209
99,0.316938,0.513271,0.807961,0.778355
100,0.316984,0.510824,0.808754,0.778829
1,1.530968,1.390091,0.400254,0.379700
2,1.304559,1.274048,0.509515,0.499751
3,1.166220,1.130554,0.552173,0.509929
4,1.085091,1.135452,0.536632,0.498903
5,1.017284,1.144966,0.536790,0.499536
6,0.944422,1.060581,0.576752,0.541875
7,0.882382,0.954561,0.617190,0.580031
8,0.843349,0.884064,0.646844,0.617749
9,0.801582,0.763624,0.692674,0.662202
10,0.770196,0.875678,0.641294,0.592766
11,0.742892,0.707211,0.710276,0.668845
12,0.718354,0.696446,0.711069,0.671812
13,0.704160,0.707852,0.705201,0.663702
1,1.525314,1.484974,0.383286,0.372072
2,1.333506,1.311173,0.466540,0.447958
3,1.175840,1.151123,0.535363,0.506385
4,1.069890,1.125020,0.510942,0.458300
5,0.995702,0.958336,0.600063,0.568023
6,0.939580,1.188774,0.500159,0.429222
7,0.881492,0.847139,0.653980,0.618847
8,0.825644,0.761494,0.654615,0.589882
9,0.776317,0.705622,0.690136,0.642023
10,0.741250,0.640762,0.696955,0.637084
11,0.710912,0.646624,0.716778,0.673232
12,0.686053,0.631742,0.708690,0.657784
13,0.662489,0.634482,0.724548,0.673884
14,0.644337,0.629949,0.711703,0.664247
1,1.529083,1.425157,0.369807,0.333731
2,1.332758,1.147983,0.538218,0.507094
3,1.191347,1.052074,0.627498,0.588053
4,1.095363,0.934574,0.658421,0.608953
5,1.013357,0.818079,0.701078,0.661248
6,0.936452,0.758345,0.704408,0.658249
7,0.872184,0.695552,0.719791,0.674554
8,0.820443,0.710219,0.704884,0.660271
9,0.784132,0.666088,0.734221,0.685300
10,0.746401,0.648059,0.756264,0.713344
11,0.720160,0.702718,0.702981,0.642077
12,0.697066,0.644633,0.743895,0.697184
13,0.674742,0.617082,0.740247,0.699023
14,0.659548,0.668015,0.714875,0.657247
15,0.640684,0.671164,0.727561,0.669108
16,0.624499,0.638608,0.735331,0.683013
17,0.610913,0.602396,0.756898,0.717677
18,0.600268,0.599276,0.753885,0.715709
19,0.587638,0.609103,0.769267,0.728248
20,0.577050,0.607256,0.757215,0.719943
21,0.564383,0.593974,0.763241,0.722061
22,0.555057,0.648712,0.745480,0.705747
23,0.547033,0.587560,0.767999,0.727459
24,0.532698,0.622476,0.768157,0.730291
25,0.524733,0.567542,0.775769,0.741288
26,0.517865,0.628380,0.761021,0.712107
27,0.507469,0.557182,0.792578,0.753687
28,0.493111,0.555580,0.780685,0.744202
29,0.486732,0.556977,0.784967,0.746004
30,0.481037,0.579730,0.794481,0.758218
31,0.471039,0.554119,0.786394,0.752615
32,0.461983,0.571854,0.798446,0.761984
33,0.458010,0.532519,0.788455,0.754005
34,0.449692,0.569319,0.787504,0.749499
35,0.441961,0.532018,0.806533,0.773926
36,0.437367,0.522725,0.798922,0.765581
37,0.425422,0.573756,0.794799,0.756599
38,0.422333,0.575006,0.779734,0.740875
39,0.415085,0.556251,0.793213,0.754793
40,0.408448,0.542421,0.810339,0.774758
41,0.396112,0.535510,0.804948,0.770440
42,0.395775,0.522124,0.807009,0.772336
43,0.395717,0.513988,0.799715,0.767773
44,0.392132,0.541730,0.795592,0.762111
45,0.393243,0.546469,0.798922,0.764439
46,0.392373,0.526422,0.795750,0.766036
47,0.393871,0.562186,0.781002,0.750050
48,0.388526,0.545066,0.806216,0.770798
49,0.390510,0.558319,0.797336,0.765023
50,0.388103,0.526634,0.807168,0.773319
51,0.391900,0.552642,0.805265,0.770687
52,0.385936,0.533157,0.803362,0.768817
53,0.387447,0.524418,0.811132,0.779683
54,0.391715,0.525790,0.798605,0.769196
55,0.386347,0.543383,0.777513,0.743496
56,0.385470,0.578641,0.796226,0.764006
57,0.388570,0.539953,0.802569,0.768933
58,0.389419,0.531487,0.797019,0.765854
59,0.384975,0.532669,0.796067,0.764067
60,0.383179,0.534584,0.813828,0.781623
61,0.384908,0.543310,0.800032,0.768810
62,0.382947,0.545420,0.813352,0.778965
63,0.381096,0.687476,0.783857,0.745147
64,0.377915,0.549634,0.779258,0.748065
65,0.381201,0.523821,0.806533,0.774574
66,0.383902,0.512201,0.805423,0.773415
67,0.382619,0.518209,0.802886,0.768316
68,0.383137,0.559622,0.778306,0.743509
69,0.378401,0.578431,0.777672,0.743426
70,0.377372,0.518038,0.803679,0.770970
71,0.377439,0.539679,0.791786,0.758345
72,0.377105,0.537379,0.804472,0.771038
73,0.375589,0.525909,0.797336,0.763905
74,0.373982,0.581977,0.781954,0.746481
75,0.378372,0.562622,0.804313,0.770699
76,0.372436,0.535326,0.804789,0.769364
77,0.376365,0.547916,0.786394,0.752983
78,0.369957,0.519766,0.802728,0.769632
79,0.372164,0.517090,0.804789,0.772848
80,0.375629,0.571783,0.793054,0.760442
81,0.371901,0.566697,0.777831,0.741977
82,0.369423,0.581380,0.794640,0.761090
83,0.370670,0.550790,0.794323,0.760717
84,0.371055,0.560573,0.796702,0.759092
85,0.369751,0.580026,0.813670,0.779194
86,0.371339,0.561453,0.783539,0.750612
87,0.371682,0.551529,0.794006,0.760010
88,0.369263,0.526085,0.802569,0.768372
89,0.369845,0.546777,0.812084,0.777954
90,0.369625,0.550427,0.802886,0.767432
91,0.367584,0.521073,0.806533,0.773811
92,0.371299,0.525074,0.809864,0.775852
93,0.370138,0.542524,0.801459,0.768602
94,0.374422,0.529746,0.815097,0.781038
95,0.367991,0.511922,0.811925,0.783139
96,0.370241,0.557395,0.795592,0.760713
97,0.369131,0.624178,0.743736,0.705691
98,0.372334,0.517398,0.807168,0.777572
99,0.371263,0.559686,0.801935,0.768680
100,0.373449,0.542751,0.785760,0.753782
1,1.548233,1.451041,0.365366,0.319962
2,1.398999,1.444949,0.393435,0.368062
3,1.223136,1.270449,0.513955,0.476739
4,1.109276,1.291680,0.503013,0.485436
5,1.031111,1.136055,0.557881,0.533740
6,0.963963,0.960742,0.625119,0.598708
7,0.903919,0.823475,0.669997,0.637329
8,0.855041,0.805378,0.674596,0.653943
9,0.814130,0.704159,0.722645,0.688948
10,0.787320,0.742177,0.683476,0.644703
11,0.752588,0.673705,0.736124,0.691211
12,0.728554,0.677573,0.706629,0.662598
13,0.702918,0.649488,0.724389,0.687810
14,0.678638,0.688019,0.700761,0.663975
15,0.661765,0.619376,0.740565,0.707745
16,0.647208,0.601499,0.764351,0.726334
17,0.629862,0.601704,0.750079,0.718032
18,0.613080,0.586172,0.748652,0.712354
19,0.602011,0.584107,0.763400,0.726369
20,0.590741,0.552497,0.779099,0.748801
21,0.577357,0.517754,0.799873,0.765700
22,0.565533,0.529146,0.798129,0.766920
23,0.553461,0.566727,0.764986,0.727007
24,0.539886,0.505420,0.801459,0.772507
25,0.531137,0.609497,0.745163,0.716189
26,0.523541,0.527509,0.800032,0.765878
27,0.511685,0.477816,0.813987,0.786321
28,0.503030,0.511127,0.801300,0.770500
29,0.494096,0.468425,0.814145,0.786052
30,0.482734,0.501956,0.795592,0.764664
31,0.474393,0.480186,0.816048,0.787066
32,0.466650,0.515847,0.804472,0.772672
33,0.457147,0.508870,0.803679,0.777210
1,1.496020,1.513498,0.370599,0.353430
2,1.251413,1.325632,0.466857,0.457391
3,1.105454,1.133184,0.570251,0.541148
4,0.998877,1.024715,0.581510,0.534302
5,0.935848,0.994848,0.590390,0.539768
6,0.891528,0.891412,0.622106,0.568897
7,0.850319,0.832889,0.650333,0.591393
8,0.819729,0.811990,0.674120,0.626672
9,0.795339,0.739733,0.697272,0.638205
10,0.760123,0.771474,0.677767,0.617871
11,0.742093,0.641530,0.736600,0.689715
12,0.716844,0.628886,0.734856,0.692284
13,0.694627,0.644701,0.747859,0.701627
14,0.672715,0.594464,0.752934,0.710739
15,0.656128,0.667246,0.743419,0.695522
16,0.641436,0.580336,0.760070,0.719519
17,0.624941,0.568876,0.765461,0.727301
18,0.608654,0.563761,0.775928,0.741169
19,0.595081,0.663042,0.743578,0.692623
20,0.580367,0.560430,0.766096,0.730311
21,0.565741,0.563628,0.770060,0.732402
22,0.553464,0.563378,0.770853,0.731313
23,0.545985,0.582158,0.753251,0.711202
24,0.531454,0.574708,0.756105,0.724888
25,0.520540,0.605785,0.768633,0.726956
26,0.511231,0.584669,0.767840,0.723301
27,0.500513,0.649581,0.758801,0.713201
28,0.494538,0.536376,0.784174,0.748564
29,0.482690,0.520103,0.793054,0.759489
30,0.478294,0.536825,0.777831,0.748335
31,0.463329,0.509124,0.791468,0.760372
32,0.462788,0.516841,0.791786,0.759862
33,0.454675,0.541453,0.790676,0.754735
34,0.444029,0.520538,0.790041,0.759078
35,0.434933,0.516521,0.794799,0.760077
36,0.430417,0.557700,0.776403,0.744878
37,0.420682,0.565042,0.778148,0.739973
38,0.419770,0.528165,0.782429,0.753819
39,0.408625,0.545368,0.785284,0.751926
40,0.404075,0.510058,0.796860,0.763679
41,0.394282,0.504059,0.800825,0.769870
42,0.391425,0.525047,0.797494,0.765664
43,0.396232,0.532713,0.786870,0.756619
44,0.393859,0.512088,0.805106,0.774028
45,0.390809,0.526782,0.802252,0.768018
46,0.391134,0.575880,0.766413,0.733982
47,0.394484,0.512677,0.795592,0.765038
48,0.393194,0.516333,0.795274,0.760265
49,0.388934,0.506093,0.803996,0.773568
50,0.389134,0.561672,0.776721,0.744150
51,0.387171,0.536022,0.790200,0.760354
52,0.385233,0.504163,0.804631,0.775061
53,0.384151,0.557647,0.769267,0.738828
54,0.385049,0.525420,0.790676,0.759462
55,0.380555,0.535061,0.785918,0.753036
56,0.383038,0.555142,0.778782,0.748334
57,0.381838,0.528436,0.790200,0.760046
58,0.383376,0.511009,0.799556,0.767764
59,0.380409,0.518140,0.796067,0.765820
60,0.380629,0.503625,0.801300,0.772023
61,0.379437,0.513695,0.789565,0.758552
62,0.380636,0.535069,0.790993,0.757567
63,0.375359,0.532980,0.793213,0.762413
64,0.379903,0.511720,0.801618,0.771909
65,0.374204,0.559164,0.776086,0.742783
66,0.377401,0.542961,0.796702,0.764616
67,0.378308,0.512993,0.805899,0.777467
68,0.372284,0.513149,0.801459,0.771008
69,0.371911,0.544642,0.785601,0.754038
70,0.374651,0.527428,0.784491,0.753358
71,0.369455,0.546723,0.785125,0.753851
72,0.370146,0.555820,0.788297,0.753416
73,0.373111,0.536297,0.791944,0.759566
74,0.370771,0.534342,0.794006,0.762907
75,0.373654,0.536289,0.790200,0.757169
76,0.368991,0.548326,0.787821,0.758609
77,0.362895,0.504380,0.805106,0.775271
78,0.368692,0.549082,0.793371,0.757147
79,0.369656,0.569014,0.775928,0.744538
80,0.368513,0.532038,0.784808,0.755987
81,0.366748,0.544172,0.785442,0.754642
82,0.364168,0.556521,0.777355,0.748773
83,0.366192,0.583020,0.764510,0.727930
84,0.364931,0.640273,0.758008,0.721179
85,0.365989,0.547032,0.791627,0.757286
86,0.366365,0.505543,0.805582,0.776579
87,0.366853,0.562945,0.779099,0.751930
88,0.366089,0.532723,0.787028,0.755576
89,0.367976,0.530010,0.787504,0.755528
90,0.365729,0.554289,0.782588,0.750182
91,0.365194,0.567213,0.767999,0.735631
92,0.365776,0.519048,0.790358,0.759095
93,0.365810,0.515273,0.799239,0.766865
94,0.366042,0.486153,0.812401,0.783810
95,0.365335,0.527125,0.782429,0.751376
96,0.362064,0.544618,0.787028,0.753184
97,0.362436,0.530804,0.789724,0.757668
98,0.365617,0.511115,0.795592,0.765804
99,0.366558,0.582014,0.773866,0.739873
100,0.365856,0.534042,0.783381,0.752938
1,1.521643,1.526039,0.331589,0.322424
2,1.347883,1.312940,0.464003,0.465709
3,1.181333,1.077480,0.594989,0.578805
4,1.053777,0.955647,0.617824,0.587734
5,0.950349,0.764368,0.695845,0.643028
6,0.875968,0.722420,0.692515,0.650558
7,0.820394,0.665750,0.740565,0.702919
8,0.776815,0.629614,0.728671,0.688611
9,0.746191,0.666311,0.713289,0.673528
10,0.714734,0.740622,0.687599,0.655605
11,0.690032,0.593352,0.767840,0.728481
12,0.667261,0.627656,0.735014,0.693568
13,0.650962,0.603019,0.741357,0.707566
14,0.632318,0.586066,0.775293,0.736598
15,0.617535,0.668890,0.733587,0.692975
16,0.597566,0.623625,0.739930,0.700416
17,0.589935,0.591542,0.753251,0.717595
18,0.568957,0.604583,0.758960,0.725432
19,0.559271,0.567706,0.749445,0.716424
20,0.546774,0.593038,0.757533,0.719011
21,0.536487,0.593173,0.757215,0.717291
22,0.522607,0.622373,0.743895,0.710188
23,0.507747,0.586181,0.780051,0.743318
24,0.498851,0.606350,0.752141,0.716832
25,0.490473,0.621646,0.756422,0.720192
26,0.481392,0.566900,0.769743,0.735285
27,0.470671,0.586561,0.774500,0.740715
28,0.462451,0.566374,0.781795,0.745437
29,0.447107,0.583404,0.765620,0.730741
30,0.444232,0.619198,0.748176,0.710370
31,0.433649,0.570755,0.770536,0.739314
32,0.431548,0.593055,0.763559,0.729704
33,0.419593,0.565263,0.784491,0.749732
34,0.412449,0.576902,0.764669,0.732081
35,0.406809,0.605631,0.766254,0.730964
36,0.397845,0.544951,0.795433,0.764255
37,0.391299,0.521424,0.799715,0.769012
38,0.382601,0.542132,0.784808,0.754110
39,0.377481,0.610815,0.778624,0.739801
40,0.371458,0.580291,0.767682,0.736262
41,0.360718,0.600794,0.764034,0.728954
42,0.356267,0.558698,0.794006,0.760220
43,0.358792,0.538345,0.794957,0.764051
44,0.357529,0.552092,0.800349,0.768017
45,0.356917,0.580624,0.775293,0.742531
46,0.353963,0.601201,0.761021,0.728546
47,0.356134,0.540707,0.807168,0.776936
48,0.353396,0.532928,0.805265,0.772746
49,0.349302,0.561515,0.787821,0.758560
50,0.349039,0.538237,0.794481,0.765171
51,0.351200,0.564827,0.778148,0.745701
52,0.348560,0.558410,0.791468,0.759952
53,0.348186,0.552681,0.784967,0.752991
54,0.348241,0.614362,0.767523,0.732166
55,0.351871,0.548552,0.792578,0.760943
56,0.347383,0.523387,0.798763,0.768820
57,0.348536,0.536093,0.793689,0.761754
58,0.347483,0.549289,0.801300,0.770815
59,0.344981,0.574751,0.771487,0.739976
60,0.345707,0.548053,0.788138,0.760189
61,0.341263,0.526639,0.794323,0.763286
62,0.340405,0.542826,0.793847,0.763298
63,0.341411,0.562893,0.791468,0.758004
64,0.339356,0.561285,0.788614,0.755635
65,0.342693,0.578087,0.779575,0.747204
66,0.343119,0.521276,0.807168,0.777678
67,0.339186,0.551757,0.795274,0.763768
68,0.339538,0.544532,0.790993,0.760772
69,0.337289,0.591220,0.774500,0.743597
70,0.338527,0.558935,0.802410,0.768011
71,0.338037,0.556679,0.799715,0.768352
72,0.336201,0.513417,0.803520,0.773781
73,0.338090,0.562169,0.784808,0.752884
74,0.335487,0.581962,0.772598,0.741535
75,0.336758,0.564790,0.788614,0.757499
76,0.335125,0.604513,0.770377,0.737137
77,0.336058,0.529929,0.816048,0.785940
78,0.334454,0.543829,0.802886,0.771975
79,0.332698,0.592042,0.781161,0.747801
80,0.332232,0.554634,0.807326,0.774639
81,0.328698,0.533697,0.802252,0.772892
82,0.333304,0.548752,0.790200,0.758302
83,0.331655,0.545043,0.809071,0.776397
84,0.331096,0.544549,0.796860,0.765714
85,0.331975,0.551856,0.792420,0.761602
86,0.331512,0.544873,0.797177,0.766766
87,0.329984,0.623993,0.774659,0.739726
88,0.330232,0.563931,0.791151,0.758787
89,0.328008,0.538815,0.797019,0.767880
90,0.329765,0.532295,0.796702,0.766993
91,0.333954,0.549446,0.800507,0.769098
92,0.331015,0.536224,0.797019,0.766209
93,0.331252,0.603295,0.777038,0.743016
94,0.328409,0.561178,0.800349,0.767037
95,0.330987,0.525579,0.811767,0.780675
96,0.332129,0.522881,0.803996,0.773715
97,0.331067,0.568006,0.782905,0.751653
98,0.328772,0.549622,0.797970,0.764873
99,0.327761,0.570394,0.776879,0.747045
100,0.332118,0.554516,0.786870,0.757536
1,1.523382,1.469104,0.390422,0.363100
2,1.328821,1.219434,0.559150,0.543191
3,1.162548,1.227984,0.500317,0.462462
4,1.075992,1.026088,0.584364,0.545319
5,1.001709,0.934465,0.623375,0.583778
6,0.941876,0.951128,0.605614,0.580704
7,0.888706,0.841504,0.676181,0.646106
8,0.844285,0.815758,0.674120,0.640695
9,0.803936,0.750533,0.710276,0.675141
10,0.777767,0.704415,0.726768,0.685561
11,0.756555,0.697241,0.709959,0.683143
12,0.732215,0.720020,0.719474,0.684871
13,0.708748,0.631224,0.731208,0.693397
14,0.689229,0.640292,0.729781,0.689120
15,0.670874,0.602243,0.745163,0.702092
16,0.651453,0.588632,0.742626,0.700870
17,0.631991,0.560379,0.766889,0.727654
18,0.620784,0.571205,0.747701,0.711509
19,0.604989,0.642809,0.756422,0.712061
20,0.587313,0.565069,0.761656,0.723504
21,0.578148,0.580670,0.755154,0.718430
22,0.565692,0.569293,0.769585,0.731952
23,0.553101,0.559077,0.780685,0.742544
24,0.537021,0.559432,0.789407,0.750534
25,0.526086,0.611827,0.765144,0.722802
26,0.514205,0.585995,0.783064,0.741683
27,0.506634,0.540806,0.795592,0.761205
28,0.493593,0.543208,0.786394,0.756451
29,0.478281,0.522164,0.806692,0.778014
30,0.470435,0.542218,0.799715,0.763952
31,0.464159,0.547809,0.778148,0.747340
32,0.453596,0.525864,0.797653,0.768408
33,0.445244,0.516493,0.797177,0.766783
34,0.438217,0.479498,0.821123,0.791364
35,0.431181,0.495666,0.814145,0.785588
36,0.419660,0.528564,0.798287,0.766923
37,0.413442,0.509375,0.797970,0.770174
38,0.409062,0.492454,0.818903,0.788976
39,0.397425,0.531310,0.798287,0.767091
40,0.393895,0.472528,0.817951,0.788847
41,0.383631,0.514197,0.797019,0.765382
42,0.377607,0.494157,0.803045,0.770190
43,0.378888,0.495222,0.805582,0.776296
44,0.379786,0.523842,0.801618,0.770055
45,0.379072,0.506111,0.802886,0.772612
46,0.376251,0.475139,0.819220,0.787517
47,0.377347,0.493911,0.825087,0.795683
48,0.376860,0.519857,0.810339,0.779113
49,0.374193,0.485688,0.816841,0.786470
50,0.371422,0.489311,0.808754,0.780247
51,0.371306,0.509070,0.801459,0.772160
52,0.371789,0.471269,0.817158,0.787792
53,0.372802,0.543589,0.797177,0.762234
54,0.372379,0.510787,0.808436,0.778224
55,0.368514,0.487282,0.808119,0.776360
56,0.369687,0.504731,0.801459,0.771441
57,0.370241,0.476743,0.812242,0.783201
58,0.367710,0.494028,0.801300,0.771206
59,0.367397,0.497925,0.804313,0.773957
60,0.366267,0.546077,0.808912,0.776422
61,0.367499,0.485304,0.810815,0.782044
62,0.366346,0.542048,0.776245,0.743815
63,0.364492,0.486583,0.821916,0.793261
64,0.365161,0.496618,0.815255,0.781951
65,0.364998,0.495893,0.803203,0.773986
66,0.362025,0.502845,0.795592,0.766633
67,0.366071,0.470758,0.821757,0.791658
68,0.357454,0.502232,0.805741,0.777554
69,0.358872,0.529561,0.811291,0.779976
70,0.362132,0.495166,0.818585,0.785980
71,0.359140,0.483261,0.810974,0.782036
72,0.360290,0.519857,0.794481,0.763641
73,0.360161,0.494947,0.807961,0.779662
74,0.358691,0.491137,0.816048,0.784288
75,0.358888,0.511098,0.802093,0.768807
76,0.356832,0.510660,0.807168,0.776668
77,0.356360,0.473691,0.814145,0.784531
78,0.360006,0.534573,0.811449,0.776778
79,0.352428,0.506600,0.797970,0.767099
80,0.350135,0.463479,0.822391,0.792266
81,0.356366,0.479617,0.816048,0.785257
82,0.352684,0.476700,0.824929,0.794831
83,0.351991,0.536536,0.798287,0.765616
84,0.351548,0.494383,0.819854,0.787855
85,0.350537,0.485795,0.815097,0.785988
86,0.352836,0.472938,0.809705,0.780966
87,0.353708,0.533927,0.785442,0.754281
88,0.354475,0.559064,0.789883,0.758891
89,0.353871,0.496952,0.807326,0.776851
90,0.350420,0.529707,0.790200,0.757830
91,0.351483,0.461503,0.815255,0.786434
92,0.348086,0.492591,0.808436,0.777166
93,0.352331,0.474069,0.818268,0.791137
94,0.352788,0.477090,0.807802,0.778814
95,0.354867,0.504312,0.798922,0.769769
96,0.351699,0.506968,0.802093,0.771515
97,0.353551,0.489830,0.812084,0.783231
98,0.351210,0.495216,0.803520,0.773082
99,0.350840,0.486011,0.810022,0.780542
100,0.350188,0.480137,0.822867,0.792692
1,1.545159,1.523269,0.291786,0.237622
2,1.397636,1.352652,0.486362,0.466611
3,1.178422,1.170334,0.571995,0.518931
4,1.034980,0.948195,0.645100,0.596697
5,0.956112,0.913949,0.616080,0.572596
6,0.898617,0.839491,0.656676,0.612978
7,0.848971,0.829547,0.654615,0.608519
8,0.808295,0.740625,0.698700,0.666737
9,0.772531,0.689345,0.719474,0.674884
10,0.744196,0.630873,0.734539,0.682776
11,0.714182,0.649601,0.728037,0.677172
12,0.689550,0.570721,0.758325,0.721513
13,0.670413,0.607761,0.747701,0.701253
14,0.651290,0.560467,0.771012,0.730961
15,0.631626,0.588558,0.750396,0.707867
16,0.609925,0.539281,0.779258,0.741395
17,0.596589,0.555911,0.776245,0.739522
18,0.582131,0.546523,0.779734,0.741799
19,0.564978,0.547181,0.784808,0.748011
20,0.555385,0.600037,0.750714,0.708055
21,0.546148,0.572671,0.780368,0.739085
22,0.534309,0.579254,0.775928,0.739411
23,0.520774,0.582684,0.777355,0.735248
24,0.511023,0.633014,0.765779,0.718603
25,0.502587,0.535179,0.780526,0.742092
26,0.487650,0.532992,0.780526,0.749287
27,0.478927,0.539830,0.783064,0.748692
28,0.469171,0.523636,0.789883,0.756451
29,0.460295,0.549549,0.791468,0.754946
30,0.454951,0.617424,0.767999,0.717447
31,0.448464,0.520463,0.788773,0.757214
32,0.438796,0.603432,0.762924,0.721233
33,0.435555,0.510523,0.793847,0.760886
34,0.420847,0.546637,0.789724,0.753796
35,0.415772,0.514572,0.804313,0.769713
36,0.412148,0.503602,0.804948,0.774470
37,0.404496,0.520538,0.805106,0.773355
38,0.397362,0.530959,0.796226,0.763230
39,0.395373,0.532521,0.783539,0.751107
40,0.385968,0.570431,0.773390,0.741745
41,0.375318,0.560526,0.800190,0.763993
42,0.374192,0.535394,0.790993,0.758154
43,0.371572,0.528682,0.800349,0.766879
44,0.369841,0.551816,0.786711,0.754023
45,0.370429,0.546206,0.787821,0.754365
46,0.371854,0.521978,0.802728,0.769814
47,0.372739,0.540390,0.778148,0.745483
48,0.372573,0.570955,0.784650,0.749355
49,0.369100,0.572290,0.771487,0.738067
50,0.369804,0.505793,0.809388,0.777969
51,0.368032,0.542411,0.793847,0.761518
52,0.363662,0.517214,0.803520,0.771227
53,0.365494,0.536525,0.793847,0.761559
54,0.366546,0.534304,0.784808,0.753249
55,0.365680,0.547520,0.787504,0.756225
56,0.364123,0.511233,0.798605,0.768082
57,0.364293,0.559401,0.778782,0.747795
58,0.361079,0.525420,0.797336,0.764554
59,0.360924,0.513103,0.796067,0.766179
60,0.360509,0.523381,0.801776,0.769838
61,0.363441,0.567974,0.788931,0.750492
62,0.363528,0.554910,0.801776,0.768670
